1,0.0060178487167264,0.68985,0.39,0.7952,0.738905212,0.9962,13.6
0.7551,0.0122345188102235,0.68705,0.3,0.6997,0.057700946,0.9257,30.8
0.9615,0.00606301723974498,0.74872,0.49,0.4874,0.146532421,0.9606,30.8
0.9484,0.00317961381642246,0.6624,0.42,0.461,0.504557582,0.9145,47.5
0.9737,0.00820417241298477,0.71966,0.43,0.1159,0.185251886,0.9913,37.2
1,0.0207886956521739,0.90707,0.1,0.9054,0.037887538,0.9704,5.5
0.9981,0.0145574772219977,0.80697,0.35,0.8144,0.829168918,0.9171,20.2
1,0.016098830797578,0.77842,0.36,1.0559,0.198174885,0.8818,11
0.9991,0.0146359231605854,0.84696,0.32,0.668,0.110286502,0.9752,8.2
0.9824,0.0074004060842126,0.70652,0.34,0.1159,0.136522853,0.8779,14
0.8922,0.00627945402298851,0.70265,0.34,0.9245,0.186658505,0.9488,43.6
0.9995,0.0143587012829845,0.78001,0.29,0.9619,0.60393814,0.9692,18.1
1,0.015141195762468,0.94942,0.12,0.5604,0.25003912,1.0918,2.6
0.978,0.00629334869455261,0.70994,0.52,0.7732,0.559900934,0.9457,38.3
0.9991,0.0151986286696092,0.83978,0.22,0.6997,0.898553417,0.933,16.9
0.8626,0.00636118922974767,0.7882,0.11,0.6997,0.040923393,0.9259,30.8
0.8627,0.00734994743055676,0.77991,0.46,0.6997,0.03544467,0.9897,30.8
0.952,0.0117325591413389,0.92089,0.32,0.6997,0.020233874,0.9893,30.8
0.7011,0.00930424183120585,0.83503,0.14,0.6997,0.041562817,0.9861,30.8
0.8189,0.00722095151602918,0.75833,0.49,0.609,0.295878926,0.9376,34.8
1,0.0123728919860627,0.77697,0.24,1.0722,0.169303726,0.9798,6.6
0.9817,0.00851918945757853,0.6782,0.46,0.7539,0.523232298,0.8987,27.3
1,0.0245559699839247,0.85203,0.19,0.6997,0.028455477,0.9272,30.8
1,0.0142743521329923,0.82082,0.2,1.1114,0.685796184,0.8932,8.4
0.9301,0.0135980913978495,0.593,0.39,0.7952,0.738905212,0.9977,12.6
0.9889,0.00774173571743737,0.91429,0.21,0.6997,0.052809299,0.9643,30.8
0.9889,0.00482632499393897,0.71103,0.48,0.5727,1.198164471,0.911,37.6
0.9893,0.0152228453929806,0.8098,0.33,0.5046,0.149353259,0.9627,15.6
0.9999,0.00758385111779136,0.78546,0.28,0.5513,0.47045255,0.9509,24.5
1,0.0053765520139694,0.6833,0.39,0.7719,0.752519982,0.9948,12.1
0.7551,0.0101294395233349,0.676,0.24,0.6778,0.044110098,0.9238,30
0.9615,0.00558496213791892,0.73978,0.54,0.4651,0.129762468,0.9584,30
0.9418,0.00296939819599749,0.6476,0.42,0.4572,0.414849431,0.915,42.9
0.9715,0.00781052183740082,0.71404,0.46,0.106063232,0.220854723,0.9912,38.1
1,0.022450625,0.90038,0.09,0.8723,0.03616768,0.9696,5.3
0.9981,0.0129549432846297,0.79808,0.36,0.7644,0.805550771,0.9174,19
1,0.0149611885482224,0.77078,0.41,1.0539,0.237537994,0.8802,11.1
0.9991,0.0135139293838864,0.84064,0.35,0.5857,0.127781718,0.9748,8.1
0.9824,0.00733013083554124,0.69488,0.37,0.106063232,0.187459473,0.8796,12.8
0.8922,0.00554608823529412,0.6898,0.37,0.9124,0.197061522,0.9482,41.4
0.9995,0.0130021968083871,0.77124,0.31,0.9609,0.571538613,0.9688,19
1,0.013800495850536,0.94628,0.12,0.5355,0.240445795,1.0892,4.1
0.9759,0.0058566451039618,0.70436,0.54,0.7397,0.577754981,0.9458,36.1
0.9991,0.0142830207850197,0.83432,0.24,0.6778,0.716718451,0.932,17.1
0.8626,0.00576443981129742,0.7818,0.1,0.6778,0.047187606,0.9256,30
0.8627,0.00741011049457464,0.76804,0.47,0.6778,0.031629798,0.9888,30
0.9619,0.0090985528942998,0.91836,0.35,0.6778,0.023263256,0.9882,30
0.7011,0.00839554944908882,0.82202,0.18,0.6778,0.044825791,0.9824,30
0.789,0.00689552922144217,0.74852,0.51,0.6021,0.253801362,0.9354,34
1,0.0118201779359431,0.77078,0.26,1.03,0.142106833,0.9792,7.2
0.9753,0.00789622269295059,0.6725,0.47,0.7085,0.501016548,0.8968,23.1
1,0.0223276269189163,0.83942,0.22,0.6778,0.025851908,0.9268,30
1,0.0130627406076221,0.81418,0.21,1.0817,0.684691546,0.8918,9.3
0.9289,0.0123720547945205,0.6833,0.39,0.7719,0.752519982,0.9968,8.4
0.8892,0.00679424870948299,0.90026,0.26,0.6778,0.05106974,0.9632,30
0.8892,0.00455848289584654,0.69962,0.5,0.5683,0.928643758,0.91,34.9
0.9893,0.0142759977454737,0.8026,0.32,0.35091888,0.147928346,0.9628,14.2
0.9999,0.00723336680651352,0.77784,0.31,0.5418,0.372808173,0.9496,23
1,0.00481365606485919,0.67675,0.41,0.8087,0.716711415,0.9934,10.7
0.7551,0.00889202731631926,0.66495,0.24,0.6572,0.063247495,0.9219,29.2
0.9615,0.00496054384237331,0.73084,0.55,0.4661,0.105267646,0.9562,29.3
0.8987,0.00266643746303841,0.6328,0.43,0.489,0.385020545,0.9155,38.3
0.9715,0.00682452116955617,0.70842,0.47,0.094988927,0.17146938,0.9911,39
1,0.0259565997753106,0.89369,0.1,0.9113,0.041413092,0.9688,5.2
0.998,0.0118068479304061,0.78919,0.38,0.8942,0.553577902,0.9177,17.8
1,0.013235393284205,0.76314,0.42,1.2068,0.217734437,0.8786,11.1
0.9983,0.0119433297224541,0.83432,0.36,0.5482,0.0965479,0.9744,29.2
0.9824,0.00680936465575434,0.68324,0.39,0.094988927,0.201951762,0.8813,11.6
0.8922,0.00520130475934329,0.67695,0.38,0.9722,0.141154171,0.9476,39.2
0.9995,0.0112217186549943,0.76247,0.32,1.0661,0.580915513,0.9684,20
1,0.0122922397119143,0.94314,0.12,0.5381,0.217959023,1.0866,5.6
0.9724,0.00516026995151134,0.69878,0.56,0.7719,0.787044073,0.9459,33.9
0.9991,0.0128110655551634,0.82886,0.25,0.6572,0.708493189,0.931,17.2
0.8626,0.0049712720306968,0.7754,0.1,0.6572,0.052274569,0.9253,29.2
0.7653,0.00721906866554862,0.75617,0.49,0.6572,0.031246482,0.9879,29.2
0.928,0.00752556098818302,0.91583,0.35,0.6572,0.021458122,0.9871,29.2
0.7011,0.00713313420905382,0.80901,0.18,0.6572,0.044264607,0.9787,29.2
0.789,0.00616180754027146,0.73871,0.53,0.6584,0.20952578,0.9332,33.3
1,0.0106160126256008,0.76459,0.28,1.1313,0.105960824,0.9786,7.7
0.9621,0.00706730815327922,0.6668,0.49,0.7296,0.329808905,0.8949,18.9
1,0.0200857412726005,0.82681,0.24,0.6572,0.020083024,0.9264,29..2
1,0.0116872430778722,0.80754,0.21,1.1661,0.721243668,0.8904,29.2
0.7121,0.0111553888888889,0.67675,0.41,0.8087,0.716711415,0.9959,4.2
0.8827,0.00582503564449638,0.88623,0.28,0.6572,0.045836711,0.9621,29.2
0.8827,0.00405250932471041,0.68821,0.53,0.6093,0.839444444,0.909,32.2
0.9893,0.0128034223241535,0.7954,0.34,0.225491624,0.091664697,0.9629,12.7
0.9967,0.00639694540038423,0.77022,0.32,0.6152,0.295635202,0.9483,21.5
1,0.00448567645577434,0.6702,0.43,0.7435,0.622013396,0.992,9.3
0.584,0.0080015275446239,0.6539,0.23,0.565,0.051640212,0.92,28.5
0.9093,0.0045934662830752,0.7219,0.55,0.3898,0.084294439,0.954,28.5
0.775,0.00238085719297877,0.618,0.44,0.4232,0.351474727,0.916,33.8
0.9713,0.00618922423304817,0.7028,0.48,0.074569754,0.118454632,0.991,39.9
1,0.0290638207670456,0.887,0.11,0.819,0.040670663,0.968,5.1
0.998,0.0101949157476924,0.7803,0.41,0.8259,0.398700045,0.918,16.6
1,0.011553530235858,0.7555,0.44,1.1111,0.17235309,0.877,11.2
0.9953,0.0106059803903123,0.828,0.38,0.509,0.081199764,0.974,8.1
0.9824,0.00623607151719597,0.6716,0.41,0.074569754,0.199879264,0.883,10.3
0.8846,0.00457491775679097,0.6641,0.37,0.8776,0.176164021,0.947,37
0.9995,0.00991397056379393,0.7537,0.35,1.0001,0.503778003,0.968,20.9
1,0.0109036636481178,0.94,0.12,0.4888,0.1716889,1.084,7.1
0.971,0.00434672981111694,0.6932,0.59,0.6897,0.423381459,0.946,31.7
0.9977,0.0113939230867721,0.8234,0.25,0.565,0.666893223,0.93,17.4
0.8626,0.00474509838501321,0.769,0.11,0.565,0.057325228,0.925,28.5
0.6645,0.00671995713910257,0.7443,0.52,0.565,0.021317967,0.987,28.5
0.8799,0.00665344349385067,0.9133,0.34,0.565,0.020799842,0.986,28.5
0.6776,0.00614813071985184,0.796,0.21,0.565,0.039069571,0.975,28.5
0.7648,0.00550659233413461,0.7289,0.57,0.5637,0.188094394,0.931,32.6
1,0.00962408781097591,0.7584,0.3,1.0409,0.117157773,0.978,8.3
0.9505,0.00633679083601973,0.6611,0.52,0.6535,0.248507542,0.893,14.7
0.9444,0.0183729150485117,0.8142,0.26,0.565,0.014917539,0.926,28.5
1,0.0104172006476722,0.8009,0.22,0.9773,0.505612969,0.889,11.3
0.6632,0.0102129404070208,0.6702,0.43,0.7435,0.622013396,0.995,9.3
0.8827,0.00523231614434306,0.8722,0.29,0.565,0.03560143,0.961,28.5
0.8827,0.00362784167590863,0.6768,0.57,0.5297,0.757351683,0.908,29.4
0.9893,0.0113997061507488,0.7882,0.36,0.146977578,0.067232072,0.963,11.3
0.9952,0.00569784236360275,0.7626,0.32,0.5343,0.237081504,0.947,20
1,0.00697482810771494,0.66365,0.46,0.5723,0.608658674,0.9906,15..2
0.5682,0.00665567504296134,0.64285,0.25,0.689,0.043281549,0.9181,31.1
0.7857,0.00366868240180506,0.71296,0.58,0.2999,0.105148036,0.9518,31.1
0.6129,0.00200850128457603,0.6032,0.48,0.3796,0.287398964,0.9165,43.7
0.9561,0.00476353272298473,0.69718,0.51,0.0574,0.120828549,0.9909,44.4
1,0.0232264685393492,0.88031,0.1,0.5846,0.036501463,0.9672,6.9
0.9972,0.00877904435535488,0.77141,0.44,0.597,0.32919481,0.9183,19.8
1,0.0103068623353684,0.74786,0.48,0.7935,0.205576663,0.8754,15.7
0.9822,0.00847549216406436,0.82168,0.4,0.4991,0.081051165,0.9736,8.8
0.9824,0.004720973960674,0.65996,0.43,0.0554,0.20878729,0.8847,9.9
0.3107,0.00393037563485659,0.65125,0.42,0.6781,0.154383654,0.9464,38
0.9992,0.00681199680638938,0.74493,0.38,0.8036,0.434160475,0.9676,22.3
1,0.00793712615803443,0.93686,0.13,0.4523,0.132306653,1.0814,9.5
0.9638,0.00369024361616863,0.68762,0.62,0.503,0.397825903,0.9461,34.2
0.8832,0.00934101039106209,0.81794,0.28,0.689,0.63365783,0.929,21
0.8626,0.00341056481521435,0.7626,0.14,0.689,0.048165597,0.9247,31.1
0.5929,0.00503163915263236,0.73243,0.55,0.689,0.01832095,0.9861,31.1
0.8051,0.00596517859677484,0.91077,0.37,0.689,0.023255938,0.9849,31.1
0.644,0.00593418559724356,0.78299,0.23,0.689,0.035677136,0.9713,31.1
0.6256,0.000283873282655358,0.71909,0.61,0.393,0.147727401,0.9288,34.8
1,0.000429745203670392,0.75221,0.34,0.7544,0.109760498,0.9774,12.1
0.7107,0.00017444972246546,0.6554,0.55,0.5276,0.242530958,0.8911,19.8
0.9444,0.0195621628941421,0.80159,0.3,0.689,0.021720984,0.9256,31.1
1,0.000165302613882058,0.79426,0.24,0.7431,0.375857818,0.8876,14.2
0.5723,0.00697482810771494,0.66365,0.46,0.5723,0.608658674,0.9941,14.2
0.8827,0.00324554814241705,0.85817,0.27,0.689,0.043445908,0.9599,31.1
0.8827,5.99249785642838e-05,0.66539,0.61,0.3854,0.893327142,0.907,33.6
0.9652,0.00118133570359969,0.781,0.38,0.139,0.074289654,0.9631,14.7
0.995,0.000130315154417684,0.75498,0.31,0.3481,0.271140381,0.9457,23.4
1,0.00575816040742448,0.6571,0.49,0.3959,0.533312788,0.9892,21.1
0.5682,0.00563754493290763,0.6318,0.27,0.4449,0.039426714,0.9162,33.6
0.8079,0.00317134995282181,0.70402,0.61,0.2065,0.091257177,0.9496,33.6
0.6129,0.00163544984472246,0.5884,0.52,0.2218,0.243996398,0.917,53.5
0.9689,0.00403934088090543,0.69156,0.54,0.0515,0.110330688,0.9908,48.7
1,0.0202833173997241,0.87362,0.1,0.4516,0.030733423,0.9664,8.7
0.9972,0.00738129381859098,0.76252,0.48,0.4375,0.370256951,0.9186,23
1,0.00900913794121568,0.74022,0.51,0.555,0.164174265,0.8738,20.1
0.9822,0.00719163905586072,0.81536,0.45,0.3276,0.085956884,0.9732,9.5
0.9824,0.00401428639602519,0.64832,0.45,0.0411,0.17739024,0.8864,9.4
0.3107,0.00316620147064097,0.6384,0.44,0.4521,0.145284814,0.9458,39.1
0.9992,0.00567788293072288,0.73616,0.41,0.5848,0.3484051,0.9672,23.6
1,0.00701370728582458,0.93372,0.12,0.3008,0.121851289,1.0788,12
0.9637,0.00324971523797211,0.68204,0.67,0.379,0.295969267,0.9462,36.7
0.8832,0.0078330415725937,0.81248,0.31,0.4449,0.657845604,0.928,24.5
0.8579,0.00313090220964163,0.7562,0.16,0.4449,0.050137904,0.9244,33.6
0.5929,0.00448682753014849,0.72056,0.59,0.4449,0.021106045,0.9852,33.6
0.0805,0.0050059519436227,0.90824,0.36,0.4449,0.015612406,0.9838,33.6
0.644,0.0053098641407175,0.76998,0.26,0.4449,0.029830294,0.9676,33.6
0.6256,0.00398406175783262,0.70928,0.65,0.233,0.154304289,0.9266,37
1,0.00730907183343955,0.74602,0.38,0.5825,0.118673871,0.9768,15.9
0.6919,0.00401600087755115,0.6497,0.59,0.3715,0.244079703,0.8892,24.8
0.9444,0.0103156976896739,0.78898,0.34,0.4449,0.019371271,0.9252,33.6
1,0.00684028859703346,0.78762,0.28,0.5046,0.397749353,0.8862,17.1
0.5723,0.00575816040742448,0.6571,0.49,0.3959,0.533312788,0.9932,14.2
0.8827,0.00430828851721257,0.84414,0.31,0.4449,0.038882979,0.9588,33.6
0.8827,0.00271363086657374,0.65398,0.63,0.2491,0.80010188,0.906,37.7
0.9692,0.00722381771034577,0.7738,0.41,0.1159,0.070174209,0.9632,18
0.9734,0.00447564003649774,0.74736,0.33,0.2251,0.262292863,0.9444,26.7
1,0.00520921168301951,0.65055,0.52,0.282483825,0.587977035,0.9878,22.9
0.5682,0.00438363184090723,0.62075,0.31,0.276717079,0.022768209,0.9143,22.9
0.7857,0.00271968495585975,0.69508,0.64,0.147401175,0.06771361,0.9474,22.9
0.5285,0.0014588645995773,0.5736,0.56,0.126377758,0.22537431,0.9175,53.7
0.9561,0.00401898233508643,0.68594,0.57,0.043780669,0.11789373,0.9907,48.8
1,0.0178334335969847,0.86693,0.1,0.336257755,0.021980187,0.9656,12
0.996,0.00640429473350052,0.75363,0.5,0.303873877,0.257289204,0.9189,24.8
1,0.00749505385043968,0.73258,0.54,0.411571654,0.128138016,0.8722,20.9
0.9822,0.00626367229217912,0.80904,0.44,0.218400958,0.065349544,0.9728,12..2
0.9824,0.00358439540512274,0.63668,0.49,0.035963067,0.150878082,0.8881,10.2
0.3107,0.00281612029707365,0.62555,0.46,0.345250818,0.148148148,0.9452,40.3
0.9871,0.00529434348521661,0.72739,0.45,0.453448273,0.299898683,0.9668,25.6
1,0.00615929729453361,0.93058,0.12,0.202874286,0.106973995,1.0762,13.5
0.9635,0.0028618172160698,0.67646,0.7,0.274203303,0.271980187,0.9463,39.1
0.8832,0.00700149681441455,0.80702,0.33,0.276717079,0.435100754,0.927,27.2
0.8492,0.00285282096529992,0.7498,0.14,0.276717079,0.040160982,0.9241,33.3
0.5929,0.00419876354600021,0.70869,0.58,0.276717079,0.014550265,0.9843,33.3
0.8051,0.00444102987647785,0.90571,0.37,0.276717079,0.018321513,0.9827,33.3
0.644,0.004757237936361,0.75697,0.26,0.276717079,0.027890352,0.9639,33.3
0.5583,0.00367774824431614,0.69947,0.69,0.150011037,0.144123607,0.9244,41
1,0.00652327322279682,0.73983,0.41,0.478873311,0.097320725,0.9762,16.9
0.6831,0.00355433571860278,0.644,0.63,0.237420505,0.242879658,0.8873,26.7
0.9444,0.00549194305251345,0.77637,0.33,0.276717079,0.013255657,0.9248,33.3
1,0.00580546807695863,0.78098,0.31,0.35091888,0.35947878,0.8848,19.5
0.5723,0.00520921168301951,0.65055,0.52,0.282483825,0.587977035,0.9923,22.9
0.8813,0.00384800054795664,0.83011,0.34,0.276717079,0.029297535,0.9577,33.3
0.8813,0.00234633650138649,0.64257,0.67,0.161926981,0.621439829,0.905,38.3
0.9652,0.00581868969152729,0.7666,0.44,0.106063232,0.076550715,0.9633,20.9
0.9588,0.00388527163789246,0.73974,0.35,0.143634332,0.234436564,0.9431,28.2
1,0.00450165081918697,0.644,0.54,0.196221487,0.428064843,0.9864,24.6
0.5682,0.00379069141738602,0.6097,0.31,0.165584466,0.025019701,0.9124,24.6
0.7857,0.00242109180953456,0.68614,0.66,0.097448934,0.057075312,0.9452,22.9
0.5285,0.00119118046130412,0.5588,0.58,0.073219668,0.184369019,0.918,53.9
0.9537,0.00339230868283588,0.68032,0.59,0.032365678,0.089721941,0.9906,49
1,0.0138347375020312,0.86024,0.1,0.241361618,0.019925701,0.9648,15.2
0.9956,0.00583124668021726,0.74474,0.52,0.231123262,0.280535855,0.9192,26.5
1,0.00634680371346044,0.72494,0.55,0.285673059,0.092198582,0.8706,21.7
0.9814,0.0051892419343064,0.80272,0.47,0.160794475,0.0688675,0.9724,14.9
0.9824,0.00320995702556361,0.62504,0.51,0.034265994,0.107114713,0.8898,10.9
0.3107,0.00274603883162554,0.6127,0.48,0.250525326,0.126421254,0.9446,41.6
0.987,0.00468439810882206,0.71862,0.47,0.335426173,0.299701677,0.9664,27.5
1,0.00534484551674971,0.92744,0.13,0.122236962,0.065715411,1.0736,15.1
0.9635,0.00238477121863996,0.67088,0.72,0.187805855,0.221040189,0.9464,41.5
0.8769,0.00645294133331148,0.80156,0.34,0.165584466,0.406844535,0.926,29.9
0.8389,0.0026591182155439,0.7434,0.1,0.165584466,0.034081954,0.9238,33.5
0.5929,0.00360419370428996,0.69682,0.52,0.165584466,0.011623325,0.9834,33.5
0.8051,0.00377640664220051,0.90318,0.66,0.165584466,0.016267027,0.9816,33.5
0.644,0.00406909407402839,0.74396,0.19,0.165584466,0.024287966,0.9602,33.5
0.5583,0.00324388686391385,0.68966,0.71,0.095075446,0.100585388,0.9222,45.1
1,0.00578038882666577,0.73364,0.43,0.370539356,0.218197681,0.9756,17.9
0.671,0.00305545971640581,0.6383,0.65,0.154931039,0.194247439,0.8854,28.6
0.9444,0.00431048124648247,0.76376,0.33,0.165584466,0.010300574,0.9244,33.5
1,0.00514941516468309,0.77434,0.35,0.225491624,0.362546437,0.8834,21.8
0.5723,0.00450165081918697,0.644,0.54,0.196221487,0.428064843,0.9914,24.6
0.8531,0.0033905551669796,0.81608,0.41,0.165584466,0.023049645,0.9566,33.5
0.8531,0.00205739554642302,0.63116,0.69,0.107694194,0.542722053,0.904,39
0.9552,0.00484444284427956,0.7594,0.48,0.094988927,0.057384892,0.9634,23.9
0.9107,0.00344640716089857,0.73212,0.37,0.086317466,0.198187549,0.9418,29.7
0.9982,0.00375568018791588,0.63745,0.56,0.134473347,0.376871552,0.985,26.4
0.5682,0.00331164933922196,0.59865,0.31,0.081135176,0.021642463,0.9105,26.4
0.7825,0.00223817268347121,0.6772,0.67,0.056749136,0.043650794,0.943,32.7
0.5283,0.00107922166452562,0.544,0.6,0.053389997,0.135427221,0.9185,54
0.8335,0.00288411407541254,0.6747,0.61,0.020928607,0.063829787,0.9905,49.1
1,0.0117742924503932,0.85355,0.15,0.169774405,0.018518519,0.964,18.5
0.9913,0.0051124686148494,0.73585,0.53,0.144719306,0.246791624,0.9195,28.3
1,0.00549702381543337,0.7173,0.57,0.187757745,0.061634583,0.869,22.5
0.9668,0.00468131884104809,0.7964,0.5,0.121818604,0.059664528,0.972,17.6
0.9824,0.00293820840730801,0.6134,0.52,0.029909929,0.105341664,0.8915,11.7
0.304,0.00223361605002713,0.59985,0.49,0.170599393,0.103033885,0.944,42.9
0.987,0.00399131643605725,0.70985,0.48,0.255354323,0.195091748,0.966,29.5
1,0.00471457406913432,0.9243,0.15,0.071222258,0.075734549,1.071,16.7
0.9635,0.00217437379333418,0.6653,0.74,0.131002768,0.236744343,0.9465,43.9
0.8648,0.00558992641508539,0.7961,0.35,0.081135176,0.46147135,0.925,32.7
0.8337,0.00244685457382787,0.737,0.67,0.081135176,0.02077001,0.9235,32.7
0.5929,0.00327290507038454,0.68495,0.53,0.081135176,0.009371834,0.9825,32.7
0.8051,0.00332205114949028,0.90065,0.67,0.081135176,0.016435889,0.9805,32.7
0.6432,0.00365511195637639,0.73095,0.2,0.081135176,0.021051447,0.9565,32.7
0.552,0.00258950266236492,0.67985,0.73,0.075713957,0.060311832,0.92,49.2
1,0.00488997000117284,0.72745,0.44,0.276139549,0.06315434,0.975,18.9
0.6501,0.00273462473657475,0.6326,0.67,0.096538677,0.161009794,0.8835,32.6
0.9444,0.003759601249141,0.75115,0.33,0.081135176,0.010638298,0.924,32.7
1,0.00462607366947012,0.7677,0.37,0.146977578,0.189575594,0.882,24.3
0.5723,0.00375568018791588,0.63745,0.56,0.134473347,0.376871552,0.9905,26.4
0.6828,0.00318057407700988,0.80205,0.36,0.081135176,0.025610717,0.9555,32.7
0.6828,0.00183963203289711,0.61975,0.71,0.068654395,0.372115276,0.903,39.6
0.935,0.00395520721115056,0.7522,0.43,0.074569754,0.057778904,0.9635,26.9
0.866,0.00305045719321988,0.7245,0.38,0.055262024,0.266548463,0.9405,31.3
0,0.00322875105468884,0.6309,0.57,0.0948,0.445936058,0.9836,28.2
0,0.00309807950422807,0.5876,0.27,0.0433,0.01621074,0.9086,32.4
0,0.00208728248045627,0.66826,0.68,0.0279,0.127096702,0.9408,32.4
0,0.000904002001187992,0.5292,0.61,0.0236,0.152425982,0.919,54.2
0,0.00234984718179717,0.66908,0.63,0.018,0.071597433,0.9904,54.2
0,0.0102892125502683,0.84686,0.16,0.1273,0.0168299,0.9632,21.8
0,0.00448959911983194,0.72696,0.54,0.1083,0.298266351,0.9198,30.1
0,0.00474411940508268,0.70966,0.6,0.1312,0.085415963,0.8674,23.3
0,0.00424584126836256,0.79008,0.49,0.0509,0.063098052,0.9716,20.3
0,0.0027048160479195,0.60176,0.5,0.023,0.082714173,0.8932,12.4
0,0.00207408018710525,0.587,0.5,0.1219,0.090538106,0.9434,44.1
0,0.00349246868339286,0.70108,0.5,0.1877,0.262158055,0.9656,31.5
0,0.00421591025785478,0.92116,0.14,0.0521,0.087414162,1.0684,18.2
0,0.00190402708254686,0.65972,0.76,0.1001,0.320443544,0.9466,46.2
0,0.00472585189158463,0.79064,0.36,0.0433,0.608521896,0.924,35.4
0,0.00231930813067172,0.7306,0.68,0.0433,0.026708319,0.9232,32.4
0,0.00282736883693916,0.67308,0.49,0.0433,0.013340088,0.9816,32.4
0,0.00306219334262058,0.89812,0.68,0.0433,0.011904762,0.9794,32.4
0,0.00331654287356591,0.71794,0.18,0.0433,0.016632894,0.9528,32.4
0,0.00219298770071394,0.67004,0.75,0.0396,0.098868625,0.9178,53.2
0,0.00423450672270673,0.72126,0.44,0.2194,0.106833277,0.9744,19.9
0,0.0023191010827937,0.6269,0.68,0.0612,0.25332095,0.8816,32.5
0,0.00350746652155763,0.73854,0.3,0.0433,0.012326917,0.9236,32.4
0,0.00389932810865239,0.76106,0.37,0.1137,0.35531352,0.8806,26.6
0,0.00322875105468884,0.6309,0.57,0.0948,0.445936058,0.9896,28.2
0,0.00290405837577014,0.78802,0.31,0.0433,0.022571203,0.9544,32.4
0,0.00163359099039297,0.60834,0.73,0.0406,0.408476866,0.902,40.3
0,0.00327871693460798,0.745,0.42,0.0574,0.037431048,0.9636,29.8
0,0.00271926187570025,0.71688,0.38,0.03,0.150512214,0.9392,32.8
0,0.00286681817415371,0.62435,0.59,0.078538523,0.289598109,0.9822,29.9
0,0.00294690941607683,0.57655,0.25,0.033469512,0.022514916,0.9067,32.2
0,0.0019072211726795,0.65932,0.66,0.021347509,0.060396263,0.9386,32.2
0,0.00087240166893296,0.5144,0.61,0.016650677,0.126674547,0.9195,54.4
0,0.00215146568341212,0.66346,0.6,0.016327803,0.06616571,0.9903,54.4
0,0.00920200392762634,0.84017,0.18,0.101398666,0.0183778,0.9624,25
0,0.00379901205250691,0.71807,0.53,0.083840832,0.310480693,0.9201,31.8
0,0.00426046132272534,0.70202,0.61,0.101389775,0.140858944,0.8658,24.1
0,0.00381498212898661,0.78376,0.51,0.03010833,0.070584262,0.9712,22.9
0,0.00252499383246791,0.59012,0.49,0.020039497,0.062507036,0.8949,13.2
0,0.0020779111170338,0.57415,0.49,0.094617479,0.06855792,0.9428,48.6
0,0.00301784307250048,0.69231,0.49,0.148680331,0.224642576,0.9652,33.4
0,0.0036919720574452,0.91802,0.12,0.039937674,0.120257796,1.0658,19.7
0,0.00176313908610278,0.65414,0.79,0.079995006,0.145164922,0.9467,48.6
0,0.00409587503782188,0.78518,0.36,0.033469512,0.516548463,0.923,38.1
0,0.00211874306238574,0.7242,0.66,0.033469512,0.024119104,0.9229,32.2
0,0.00261963900104486,0.66121,0.43,0.033469512,0.012833502,0.9807,32.2
